i  j  rcb      Mcb      Etotcb 
 18  36  435.255  19.102  3397465650475116516466742597185374781440.000 
 18  37  438.468  20.463  4177051565117634654044594471012545855488.000 
 18  38  440.084  21.835  5024996507586761312017241047339255201792.000 
 18  39  440.549  23.216  5940166190733314362533683699095298899968.000 
 18  40  440.154  24.602  6920089617213657480031162046194793840640.000 
 18  41  439.135  25.990  7963830704479656279023235870565903368192.000 
 18  42  437.643  27.377  9069264770655782235731430735818044473344.000 
 18  43  435.791  28.760  10234240395966936456367717807256865079296.000 
 18  44  433.700  30.141  11459381715002034857519712907969584693248.000 
 18  45  431.403  31.514  12740817929577874444239987586076218753024.000 
 18  46  428.988  32.885  14080080686953728692678972726941518397440.000 
 18  47  426.461  34.244  15472879310490978397536775071699405111296.000 
 18  48  423.888  35.599  16921357312797385910727019545420623773696.000 
 18  49  421.267  36.943  18421837047763615004331499207098646921216.000 
 19  0  28.239  10.029  -69408807135728840558378366787689381888.000 
 19  1  29.244  10.030  -69820221491864634635981220621431341056.000 
 19  2  30.323  10.031  -70248902233888458582880515772389523456.000 
 19  3  31.484  10.032  -70696651079174432230876438448798957568.000 
 19  4  32.737  10.033  -71164872477033048396093338775984275456.000 
 19  5  34.093  10.035  -71654880540715018470935613884694790144.000 
 19  6  35.564  10.036  -72168557013251225375839659763756433408.000 
 19  7  37.167  10.038  -72707812770753620472193091021521813504.000 
 19  8  38.920  10.040  -73275133010392707699693178031641198592.000 
 19  9  40.844  10.042  -73872283857970059772854203726528774144.000 
 19  10  42.966  10.044  -74502123141238468052026247021034733568.000 
 19  11  45.319  10.047  -75167235881411354862597233936636575744.000 
 19  12  47.939  10.049  -75870135142204227515341282675982860288.000 
 19  13  50.879  10.053  -76613512184110521824088664579889954816.000 
 19  14  54.196  10.057  -77399097880180879393216473162129080320.000 
 19  15  57.971  10.061  -78228059384124846768162589085326639104.000 
 19  16  62.301  10.067  -79099055793910084222053886829002752000.000 
 19  17  67.316  10.073  -80006210379478853462977496857635192832.000 
 19  18  73.194  10.081  -80935276512992597606899869550775369728.000 
 19  19  80.168  10.092  -81855234239086525377487276476909748224.000 
 19  20  88.571  10.105  -82702065490761814137613064265904685056.000 
 19  21  98.871  10.124  -83343630508808104842733007881998696448.000 
 19  22  111.752  10.150  -83502834439305880847771222661763432448.000 
 19  23  128.238  10.189  -82573852808134436396030364509907451904.000 
 19  24  149.874  10.251  -79161260841962295625807655271126794240.000 
 19  25  178.905  10.357  -69864412451963071307374609577992519680.000 
 19  26  218.015  10.555  -46137241470324232677597932301515227136.000 
 19  27  268.093  10.933  11979844680965593461908878721506344960.000 
 19  28  323.215  11.605  138553987767607847173185715905073512448.000 
 19  29  371.916  12.608  363865856374836807084073748160086802432.000 
 19  30  407.961  13.870  695703458571624329737236628584276164608.000 
 19  31  432.276  15.300  1128406070732281427544077963944439840768.000 
 19  32  447.939  16.834  1654711148378772012403367555527201521664.000 
 19  33  457.633  18.435  2268732478466049507128284035974543966208.000 
 19  34  463.260  20.079  2965915860012635847505789372009222766592.000 
 19  35  466.121  21.753  3743057019825275933105312364740667768832.000 
 19  36  467.050  23.446  4596551742089825090878630251694231912448.000 
 19  37  466.642  25.152  5524106115607478042706672186821831557120.000 
 19  38  465.293  26.865  6523187935904995006165880565156349476864.000 
 19  39  463.271  28.579  7591126162776074771617626677835441635328.000 
 19  40  460.805  30.297  8727277652934156212598245363274271948800.000 
 19  41  457.998  32.009  9928043591142480908109682943375911682048.000 
 19  42  454.981  33.718  11192961198338525242848594524508921004032.000 
 19  43  451.819  35.421  12519947871249320745989323640598207397888.000 
 19  44  448.557  37.114  13906800079202449545924738241590487678976.000 
 19  45  445.251  38.799  15352959597078056819389333799860030144512.000 
 19  46  441.935  40.476  16857317149390956823226891520103803781120.000 
 19  47  438.615  42.140  18417548652812510421489487015225948372992.000 
 19  48  435.307  43.791  20032205493986822279526794203090120605696.000 
 19  49  432.048  45.433  21702036933146294505858978750506291167232.000 
 20  0  29.199  10.038  -92042072663891490531384508619969003520.000 
 20  1  30.284  10.040  -92592211173688469645142744226695479296.000 
 20  2  31.452  10.041  -93166821905015203144909802176998539264.000 
 20  3  32.715  10.043  -93767558557736241238747102356942356480.000 
 20  4  34.082  10.044  -94396530662882677981067521853805821952.000 
 20  5  35.566  10.046  -95056216272105169920210743165794123776.000 
 20  6  37.184  10.048  -95749275234302666201212947191482548224.000 
 20  7  38.956  10.050  -96479231835908855893744925591941939200.000 
 20  8  40.902  10.053  -97248820317799675883433105815771283456.000 
 20  9  43.050  10.055  -98062376432195769621517613163689803776.000 
 20  10  45.434  10.058  -98924246823278172307932593051750367232.000 
 20  11  48.093  10.062  -99838789042450092669576193370123927552.000 
 20  12  51.079  10.066  -100811872228091645542902229051725840384.000 
 20  13  54.456  10.070  -101849080930322659793329064370021335040.000 
 20  14  58.301  10.075  -102956327340235310880001646923857526784.000 
 20  15  62.723  10.082  -104139231274137531484560270725040046080.000 
 20  16  67.857  10.089  -105402342894973605392958367543217618944.000 
 20  17  73.886  10.098  -106745458504175613499936965155893542912.000 
 20  18  81.063  10.110  -108160968286970670918501215364259512320.000 
 20  19  89.738  10.125  -109621078046318624113432662031525216256.000 
 20  20  100.420  10.145  -111054969066602217671635610259704250368.000 
 20  21  113.855  10.173  -112293084842142451454860903708497018880.000 
 20  22  131.176  10.214  -112929293098802980179976907015787118592.000 
 20  23  154.141  10.280  -111955372533774687756202164516217159680.000 
 20  24  185.408  10.394  -106728764751070669905664840600102371328.000 
 20  25  228.447  10.608  -90024257667970802971210744363896274944.000 
 20  26  285.056  11.033  -43047465382544302562043207857767186432.000 
 20  27  348.325  11.824  70439969154145712303843320589663076352.000 
 20  28  403.149  13.042  286252243450131133366130625958836699136.000 
 20  29  441.703  14.588  615034586500690495707634950182491127808.000 
 20  30  466.001  16.341  1051086516537929104255094180167041417216.000 
 20  31  480.378  18.219  1586353005653051846140733879664485859328.000 
 20  32  488.267  20.175  2214071015986896346681526392841111076864.000 
 20  33  491.959  22.181  2929015624594399704654262693754329628672.000 
 20  34  492.898  24.219  3726536243118210713265969716216809390080.000 
 20  35  492.035  26.278  4603011479655574620745191055428371349504.000 
 20  36  489.971  28.350  5554931956376742176466878814861448445952.000 
 20  37  487.097  30.426  6578879820230742291333299997483223482368.000 
 20  38  483.707  32.504  7672537254996269861200702738121611018240.000 
 20  39  479.983  34.581  8833262518421267552519379546834001199104.000 
 20  40  476.045  36.651  10058474293194646768245008794347508858880.000 
 20  41  471.986  38.712  11346047239112212021203184796261131747328.000 
 20  42  467.871  40.763  12694016030540623732425839289931027972096.000 
 20  43  463.758  42.805  14101047689268370307442678411547184726016.000 
 20  44  459.672  44.835  15565251839620470899463942209009983946752.000 
 20  45  455.631  46.850  17084967716380530965052398846267201945600.000 
 20  46  451.650  48.851  18658771817818172950160790413987656237056.000 
 20  47  447.740  50.836  20285336653655585724058398443646654349312.000 
 20  48  443.907  52.804  21963415522364703805983356003446960422912.000 
 20  49  440.155  54.754  23691946838594483071219603477215368445952.000 
 21  0  29.991  10.051  -122011583934796808836667460929837858816.000 
 21  1  31.145  10.053  -122743310748477771382715327921449336832.000 
 21  2  32.392  10.054  -123507776791552976609696606698715742208.000 
 21  3  33.740  10.056  -124307494324708370575924110329701728256.000 
 21  4  35.203  10.059  -125145636696883496971058699123396968448.000 
 21  5  36.799  10.061  -126025607649066596748982170051174989824.000 
 21  6  38.545  10.064  -126951808365047826277094788159661670400.000 
 21  7  40.462  10.066  -127927956950734258948619756256943407104.000 
 21  8  42.577  10.070  -128959660579205510631184758151151878144.000 
 21  9  44.923  10.073  -130052761436423193429742615527474331648.000 
 21  10  47.537  10.077  -131213537332188615522732957478537920512.000 
 21  11  50.471  10.082  -132450252376830220171928196326463897600.000 
 21  12  53.786  10.087  -133771345142287785852432278531860332544.000 
 21  13  57.559  10.093  -135187523996172232495185829972183875584.000 
 21  14  61.890  10.100  -136709639938417106471482090097844682752.000 
 21  15  66.914  10.108  -138350398915242769943417662727792885760.000 
 21  16  72.804  10.118  -140123453034662537609485871887947923456.000 
 21  17  79.803  10.130  -142039999377390938722322412086040199168.000 
 21  18  88.246  10.146  -144105694795114052336769728411185709056.000 
 21  19  98.616  10.166  -146308571936741554573655289716784758784.000 
 21  20  111.628  10.195  -148590260481613958255245068968747073536.000 
 21  21  128.363  10.235  -150771917459808668183941990597168988160.000 
 21  22  150.524  10.297  -152350474872096807094808125441170210816.000 
 21  23  180.780  10.401  -151898105396720730266680087469669482496.000 
 21  24  223.067  10.591  -145196684736970225362192605792304103424.000 
 21  25  281.225  10.974  -119776128747036700388630239678274994176.000 
 21  26  351.766  11.739  -45123805099071624498749499174012583936.000 
 21  27  417.364  13.036  121627106640461513879496847751171276800.000 
 21  28  463.857  14.792  402955111265567140419453667722284498944.000 
 21  29  491.925  16.839  796543901943900285679042809520956899328.000 
 21  30  507.342  19.057  1293252820429838483323633550788889935872.000 
 21  36  507.169  33.533  6045925163176809401042618860853193080832.000 
 21  37  502.541  35.988  7086623392091493003685519659749559238656.000 
 21  38  497.670  38.437  8188389326413536745070206479489667432448.000 
 21  39  492.684  40.875  9348369300609070684849306635617152532480.000 
 21  40  487.669  43.301  10563997339749245856176725423592241627136.000 
 21  41  482.681  45.712  11832962423037101242342756427991443570688.000 
 21  42  477.758  48.107  13153218927571409180236661313293198032896.000 
 21  43  472.925  50.484  14522941432988247392603134750459024113664.000 
 21  44  468.199  52.842  15940493873856516038167486217752378605568.000 
 21  45  463.590  55.181  17404421123547643611310387166026288594944.000 
 21  46  459.103  57.500  18913429398425871369364245109431341154304.000 
 21  47  454.740  59.799  20466373633409465086043456437512176664576.000 
 21  48  450.502  62.076  22062247221050735551940274304569132974080.000 
 21  49  446.386  64.332  23700167592255340992436505890287767257088.000 
 22  0  30.611  10.067  -161692728918195787974727335214562934784.000 
 22  1  31.818  10.069  -162660852971154287267993261764790714368.000 
 22  2  33.124  10.072  -163672433116803080816004716791003611136.000 
 22  3  34.540  10.074  -164731034474664620192179211606238953472.000 
 22  4  36.082  10.077  -165840931500285741409384504387627384832.000 
 22  5  37.767  10.080  -167007120407305243409378400987965816832.000 
 22  6  39.613  10.084  -168234268143951666815248456244126547968.000 
 22  7  41.646  10.088  -169529165614386279241498937088016384000.000 
 22  8  43.897  10.092  -170898809644962977763500397906215567360.000 
 22  9  46.401  10.096  -172351615950656575374953782301509550080.000 
 22  10  49.203  10.101  -173896476826757959605281758237492772864.000 
 22  11  52.359  10.107  -175545355912949030150851628495445950464.000 
 22  12  55.938  10.114  -177311165183297077313437978815409160192.000 
 22  13  60.034  10.122  -179209789934960980514464656011508580352.000 
 22  14  64.764  10.131  -181259073168443574408038843117069139968.000 
 22  15  70.283  10.142  -183481372472674313538216769784249319424.000 
 22  16  76.803  10.155  -185901800231636077277267221992827781120.000 
 22  17  84.617  10.171  -188547296702140157150498837920690995200.000 
 22  18  94.138  10.191  -191446498476768246092692717738993385472.000 
 22  19  105.969  10.218  -194616379242098950810333704804932517888.000 
 22  20  121.020  10.256  -198039270228720832074071785418287742976.000 
 22  21  140.702  10.310  -201582093171417273520065813373471686656.000 
 22  22  167.271  10.395  -204759213481854040069826806582821781504.000 
 22  23  204.288  10.541  -205964813316204010819363765265316708352.000 
 22  24  256.727  10.822  -199900811396996414452000088375003447296.000 
 22  25  327.449  11.402  -170088137610400650606776949524479868928.000 
 22  26  405.675  12.531  -79370527758340734152130033131865505792.000 
 22  27  468.467  14.299  112413392764125294531503538384364634112.000 
 22  28  507.328  16.533  416944533427660154259220919805146038272.000 
 22  39  502.704  46.910  8883410817995494761906282188483126624256.000 
 22  40  496.857  49.661  9970685472245883582689345552238063386624.000 
 22  41  491.136  52.388  11096264147102580831486999185223017562112.000 
 22  42  485.565  55.089  12258264007427181765247502123791965749248.000 
 22  43  480.155  57.764  13455062083995264507526499170477901086720.000 
 22  44  474.913  60.412  14685264541019324925870648888956888809472.000 
 22  45  469.839  63.034  15947677916737628712831192868541247258624.000 
 22  46  464.932  65.628  17241286698502918133356327760438191194112.000 
 22  47  460.189  68.196  18565240532309430138080269744339641434112.000 
 22  48  455.604  70.737  19918842072500322435645233910800906715136.000 
 22  49  451.173  73.251  21301536210831828536782190018949097193472.000 
 23  0  31.048  10.089  -214221848375577257589542064994851487744.000 
 23  1  32.293  10.092  -215497503750578466846639433127433338880.000 
 23  2  33.641  10.095  -216830292858317936251240156317496639488.000 
 23  3  35.105  10.098  -218225072317793345665898818707308675072.000 
 23  4  36.697  10.102  -219687125263713608009739662841085952000.000 
 23  5  38.443  10.106  -221222729616795650864840604360516829184.000 
 23  6  40.357  10.110  -222839090821456237458998116641633468416.000 
 23  7  42.470  10.115  -224544465857039162133842682877317218304.000 
 23  8  44.814  10.120  -226348299828012048516216940611409805312.000 
 23  9  47.424  10.126  -228261745594451716999154412560849043456.000 
 23  10  50.354  10.133  -230297573410218397319519578713353093120.000 
 23  11  53.658  10.141  -232470919601297452626556825533698539520.000 
 23  12  57.421  10.149  -234800352796311408026654084478898536448.000 
 23  13  61.735  10.159  -237307752711138096995435944668578185216.000 
 23  14  66.729  10.171  -240019217741879756591482916938119643136.000 
 23  15  72.582  10.184  -242967332226848471140033084411128840192.000 
 23  16  79.521  10.201  -246190868742115792342791920504857952256.000 
 23  17  87.875  10.221  -249737222243855725372872038747390083072.000 
 23  18  98.110  10.247  -253661568586886433237823317374387879936.000 
 23  19  110.904  10.281  -258023188903124458480415665047373611008.000 
 23  20  127.290  10.328  -262868844008055195329082740300662702080.000 
 23  21  148.898  10.395  -268173092750199360999146121607293960192.000 
 23  22  178.319  10.501  -273633278046803594538715479525568806912.000 
 23  23  219.687  10.683  -277952976159346547729540457286772719616.000 
 23  24  278.539  11.033  -276284185545557672311593515302067896320.000 
 23  25  356.918  11.758  -252550580352017232435446683114770792448.000 
 23  26  439.728  13.150  -170492326974557733988383644002562342912.000 
 23  27  501.637  15.269  6477738543217791612141120345557958656.000 
 23  40  504.284  54.912  8229423649224431983830913553073583423488.000 
 23  41  497.927  57.876  9099302890911524023109613815255772692480.000 
 23  42  491.808  60.808  9987087459802991904950194925058654208000.000 
 23  43  485.904  63.704  10892151070410619125080134206847264489472.000 
 23  44  480.211  66.564  11813683194730234140389769356219005272064.000 
 23  45  474.728  69.388  12750923809489860544719026196008516190208.000 
 23  46  469.448  72.178  13703273883251043009479501865686038216704.000 
 23  47  464.363  74.935  14670283375287412194883650034134669066240.000 
 23  48  459.466  77.658  15651638793741251989076039374854024069120.000 
 23  49  454.748  80.350  16647153978819217225399969064998091620352.000 
 24  0  31.289  10.117  -283735577843032254976464905516280184832.000 
 24  1  32.552  10.120  -285410317279044792034921169593017827328.000 
 24  2  33.921  10.124  -287159178427452781903792742895628320768.000 
 24  3  35.408  10.129  -288988421341804285761696497085152493568.000 
 24  4  37.029  10.134  -290905251682438302911020348972751388672.000 
 24  5  38.801  10.139  -292916911570920352958441787519731236864.000 
 24  6  40.747  10.144  -295033422664214024463445893787527675904.000 
 24  7  42.897  10.151  -297265027385460937380424128788137246720.000 
 24  8  45.283  10.158  -299623947364555707881105915888296525824.000 
 24  9  47.940  10.165  -302124434006284714201768555527322730496.000 
 24  10  50.924  10.174  -304783206351340899237209370790071369728.000 
 24  11  54.291  10.183  -307619438692716391392547774802039930880.000 
 24  12  58.126  10.194  -310657875658457130695070330630793330688.000 
 24  13  62.523  10.207  -313926265455797185480836507215599763456.000 
 24  14  67.620  10.221  -317459148216212655737789469339294892032.000 
 24  15  73.589  10.238  -321300429916694127990498216890911948800.000 
 24  16  80.669  10.259  -325502518895140761363291636947574849536.000 
 24  17  89.190  10.283  -330132323650054918298683192781490356224.000 
 24  18  99.623  10.315  -335273855406466951620704457906622300160.000 
 24  19  112.657  10.355  -341030400872312454955267515934744510464.000 
 24  20  129.334  10.410  -347522129277638968500420095556177625088.000 
 24  21  151.265  10.488  -354858736378537784336718808721219649536.000 
 24  22  181.042  10.606  -363026220352071614368710772152558682112.000 
 24  23  222.732  10.803  -371438518300021785165895262284206309376.000 
 24  24  281.932  11.169  -377221707655519047760570617515613356032.000 
 24  25  361.605  11.910  -369567003053665134250072068743766212608.000 
 24  26  448.573  13.344  -320540898532140054781141855531461246976.000 
 24  41  503.413  61.232  6175763855408946256211701235281580523520.000 
 24  42  496.773  64.282  6726474962215237694141410148992369557504.000 
 24  43  490.395  67.285  7278022508467468933472123348189964140544.000 
 24  44  484.267  70.244  7830472822185232530574765425228897058816.000 
 24  45  478.384  73.159  8383510496821749350530739527384775524352.000 
 24  46  472.740  76.033  8936734557943370252103553357032150007808.000 
 24  47  467.331  78.869  9489370132607822412996431305273344262144.000 
 24  48  462.131  81.666  10042678094574993597498828090203193737216.000 
 24  49  457.129  84.425  10596849207672562230844348474327308435456.000 
 25  0  31.325  10.153  -375684243007412604955718337717367472128.000 
 25  1  32.586  10.158  -377873847615789415599028786834199019520.000 
 25  2  33.952  10.163  -380158724876650961446115427881721004032.000 
 25  3  35.436  10.169  -382546745890434159003946261138791989248.000 
 25  4  37.050  10.175  -385046750949893655879581876987371716608.000 
 25  5  38.817  10.182  -387668368812568017339354396256290996224.000 
 25  6  40.755  10.189  -390423596648337027428584680179275661312.000 
 25  7  42.893  10.197  -393325418120033752132059271591178010624.000 
 25  8  45.264  10.205  -396388960524103543443134291925599780864.000 
 25  9  47.901  10.215  -399632105950000657948818903266364489728.000 
 25  10  50.859  10.226  -403075039595457824335252873870365949952.000 
 25  11  54.189  10.238  -406742292904907332962167668645243650048.000 
 25  12  57.975  10.251  -410662893853648711553883157771092754432.000 
 25  13  62.308  10.267  -414872271336371127874339613039159934976.000 
 25  14  67.311  10.284  -419412926425475195359035142269797662720.000 
 25  15  73.154  10.305  -424337440610801002258167347284637908992.000 
 25  16  80.057  10.330  -429712190750233657900941018557566681088.000 
 25  17  88.326  10.359  -435619472326492041970841239723253432320.000 
 25  18  98.380  10.396  -442166910640686760321828072414500618240.000 
 25  19  110.848  10.442  -449492042734877151270962111599175794688.000 
 25  20  126.635  10.503  -457772381042949395786212128625491181568.000 
 25  21  147.134  10.586  -467228724378743006519704899045969362944.000 
 25  22  174.523  10.707  -478099924979313659412142070991750692864.000 
 25  23  212.188  10.897  -490480043805496570080899756357220040704.000 
 25  24  265.007  11.223  -503631363175562035816551423499078467584.000 
 25  25  337.458  11.840  -513386604273491482569350883407380348928.000 
 25  26  424.435  13.034  -505582547262036902567188841495829413888.000 
 25  27  502.278  15.067  -453959469274850279277424427809707655168.000 
 25  41  507.572  61.630  2976170271206713770139889675153577082880.000 
 25  42  500.413  64.670  3201869234517442609006074624586318610432.000 
 25  43  493.541  67.653  3417289458774940866543327330056494120960.000 
 25  44  486.975  70.587  3621481908525013011958191870573258211328.000 
 25  45  480.691  73.471  3814825554599724943141779012883467730944.000 
 25  46  474.663  76.306  3998444164671617956766741950307445506048.000 
 25  47  468.884  79.097  4172535737689650132500487987204114612224.000 
 25  48  463.344  81.845  4337404397052380782011241708537652445184.000 
 25  49  458.039  84.553  4492683052443668659841479507992075304960.000 
 26  0  31.134  10.200  -497235184184973447160446124265907945472.000 
 26  1  32.376  10.207  -500084910673472971356312605662298243072.000 
 26  2  33.716  10.213  -503055444022185226774883371088340844544.000 
 26  3  35.166  10.220  -506156738507794674692567260872535179264.000 
 26  4  36.741  10.228  -509399175291633326515944598437474861056.000 
 26  5  38.468  10.237  -512795697884110843394729892831358353408.000 
 26  6  40.352  10.246  -516359800157526981932958556210210013184.000 
 26  7  42.428  10.256  -520107699391475882806129536124072230912.000 
 26  8  44.723  10.266  -524057402806870917117877189242603438080.000 
 26  9  47.274  10.278  -528230398819768995920695305200809803776.000 
 26  10  50.116  10.292  -532650630833633265949041277116153331712.000 
 26  11  53.311  10.306  -537347569273260690456083160027029831680.000 
 26  12  56.926  10.323  -542355534953854043608593516667919663104.000 
 26  13  61.040  10.342  -547714502384332476657518634202407370752.000 
 26  14  65.767  10.363  -553475009716945139517858400670517821440.000 
 26  15  71.246  10.388  -559696317594052176414975998701938409472.000 
 26  16  77.662  10.416  -566454285589433312926259432022765207552.000 
 26  17  85.274  10.451  -573842418501405847207624937935795650560.000 
 26  18  94.427  10.492  -581981491917232434730734979343282339840.000 
 26  19  105.609  10.543  -591027149370897464648912511771470725120.000 
 26  20  119.519  10.607  -601183555453364193643237141978623770624.000 
 26  21  137.193  10.692  -612722353802685998320719734745302302720.000 
 26  22  160.179  10.808  -626000434127308293882113202642810306560.000 
 26  23  190.826  10.976  -641454622891700575021077190256174825472.000 
 26  24  232.568  11.238  -659482991540297253208865734015529779200.000 
 26  25  289.665  11.678  -679836974776155160353214845413077549056.000 
 26  26  364.079  12.472  -699472290005879291354895653434426392576.000 
 26  27  446.716  13.893  -708173188871418903556419727126178037760.000 
 26  42  502.270  61.560  186080457321928088600129946023834419200.000 
 26  43  494.912  64.415  146943309001662485151307749701151883264.000 
 26  44  487.858  67.211  91743330296589929456805505640628748288.000 
 26  45  481.137  69.955  19849570657947962266600248132350509056.000 
 26  46  474.691  72.646  -66915809930261887257737307639980752896.000 
 26  47  468.518  75.290  -168303803928682190439574070534531448832.000 
 26  48  462.622  77.890  -284430456877843367259959192630488727552.000 
 26  49  456.972  80.447  -414088846569993601338437729566372921344.000 
 27  0  30.712  10.261  -657797010376960363057766777986146631680.000 
 27  1  31.901  10.269  -661485102516295052855201509261547929600.000 
 27  2  33.187  10.278  -665324986331110502110576775753245917184.000 
 27  3  34.578  10.287  -669328148410173188825582334943443288064.000 
 27  4  36.088  10.296  -673507613035610414856681753231312814080.000 
 27  5  37.733  10.307  -677878243139537821216034434884650926080.000 
 27  6  39.521  10.318  -682455917137098428442657573871491743744.000 
 27  7  41.487  10.330  -687260200629225868768744024711423328256.000 
 27  8  43.650  10.344  -692311799271051659227101040729428852736.000 
 27  9  46.036  10.359  -697634936476952204207475090531104587776.000 
 27  10  48.693  10.375  -703258472994431084231302578444703891456.000 
 27  11  51.654  10.392  -709214877457298794057783120329705521152.000 
 27  12  54.983  10.412  -715542763410477879140669374981350621184.000 
 27  13  58.748  10.435  -722287882174454225401099680033764540416.000 
 27  14  63.032  10.460  -729503260956217271424965003960458936320.000 
 27  15  67.944  10.488  -737255061309016207523366012872411840512.000 
 27  16  73.640  10.521  -745622772263895822456394582870810689536.000 
 27  17  80.293  10.560  -754703700556964296044373639471650832384.000 
 27  18  88.170  10.605  -764622303560316287136596769687723835392.000 
 27  19  97.603  10.659  -775534579056790580292090330430820057088.000 
 27  20  109.068  10.726  -787643229229519219329805831806759469056.000 
 27  21  123.230  10.809  -801214260038959412526508849438199382016.000 
 27  22  141.036  10.916  -816601465333162680957778290671456616448.000 
 27  23  163.861  11.061  -834282791973832889315210463113363062784.000 
 27  24  193.650  11.263  -854886067273726606560803076112153313280.000 
 27  25  233.065  11.562  -879179261231105882552042560688175972352.000 
 27  26  285.032  12.032  -907837164705059508383773443349031157760.000 
 27  27  350.526  12.808  -940530419706570865376913559618007859200.000 
 27  28  423.504  14.091  -973953788771545942330999451566632599552.000 
 27  29  488.959  16.042  -1001214473767338719400313574773187674112.000 
 27  42  501.177  55.151  -1848932863097628982783486275400258027520.000 
 27  43  493.365  57.802  -2033636094321788769418894915092290207744.000 
 27  44  485.894  60.393  -2236407131935545128274657561742204207104.000 
 27  45  478.718  62.927  -2456004318234767381627759063502071791616.000 
 27  46  471.864  65.411  -2692513856882440230803251961747715653632.000 
 27  47  465.297  67.844  -2944698806914333318072927695713723219968.000 
 27  48  459.004  70.233  -3212285825873898793332180932369873633280.000 
 27  49  452.995  72.581  -3495075859586440988626218495839528026112.000 
 28  0  30.031  10.339  -869694220419747220129676816055428710400.000 
 28  1  31.154  10.349  -874436836276777942193769423861121548288.000 
 28  2  32.368  10.360  -879366789684656503943251701946833174528.000 
 28  3  33.671  10.371  -884497438951609443557504070775906238464.000 
 28  4  35.078  10.383  -889844324992501259146870431997432430592.000 
 28  5  36.604  10.396  -895424374827051876025124686322898829312.000 
 28  6  38.257  10.410  -901256124559885170484423793212808757248.000 
 28  7  40.068  10.425  -907361179403716073419989411430836207616.000 
 28  8  42.042  10.441  -913763489636300254513281939586439708672.000 
 28  9  44.214  10.459  -920490521120536753300424604993412136960.000 
 28  10  46.611  10.478  -927573196402148750943740883747437805568.000 
 28  11  49.271  10.499  -935047741965431512516031374751187337216.000 
 28  12  52.223  10.522  -942954687613458850749796502315315757056.000 
 28  13  55.532  10.548  -951342945077739591747514765152622739456.000 
 28  14  59.262  10.577  -960269013656873718077761387803990556672.000 
 28  15  63.481  10.610  -969798836283841000466956631508732870656.000 
 28  16  68.302  10.646  -980013074750178801249912002024942075904.000 
 28  17  73.842  10.688  -991007526472009672604752119334524944384.000 
 28  18  80.275  10.737  -1002899262007176315445265267868500492288.000 
 28  19  87.810  10.793  -1015834064215693500093328778465319583744.000 
 28  20  96.730  10.860  -1029991422340024561124265206634189422592.000 
 28  21  107.413  10.940  -1045603443277724102322868968244331413504.000 
 28  22  120.366  11.039  -1062965916510062231396792394300459581440.000 
 28  23  136.282  11.162  -1082467002261160698740466131217850302464.000 
 28  24  156.101  11.321  -1104619874802113820604683639722375905280.000 
 28  25  181.094  11.532  -1130107977092852259785204828433564041216.000 
 28  26  212.829  11.822  -1159830576957542789676029868287908118528.000 
 28  27  253.007  12.238  -1194907083527325606501892945230126120960.000 
 28  28  302.584  12.853  -1236531138520288552843921150427246100480.000 
 28  29  359.850  13.779  -1285496444100198386254976063796953481216.000 
 28  30  418.428  15.138  -1341474443353312671323708736847583641600.000 
 28  31  468.892  16.995  -1403129841600106756560688081256038006784.000 
 28  32  504.869  19.296  -1469908913302387932907234701018149158912.000 
 28  41  502.029  43.749  -2665078698123743891892989639727171764224.000 
 28  42  494.075  46.229  -2885064017673709395948395052116568178688.000 
 28  43  486.278  48.647  -3122401925987430327800239924068887822336.000 
 28  44  478.671  51.006  -3376272648972906278908990940471772577792.000 
 28  45  471.328  53.310  -3646489809504996254925721003495329366016.000 
 28  46  464.227  55.563  -3932180880858052739617721324044831162368.000 
 28  47  457.415  57.770  -4233282672879926646955540548872082292736.000 
 28  48  450.858  59.932  -4548816062566261924791418879762300403712.000 
 28  49  444.564  62.054  -4878942424683123273017452338800849059840.000 
 29  0  29.092  10.438  -1149034302921476091255202429181450256384.000 
 29  1  30.133  10.450  -1155085955831930511410062875537243635712.000 
 29  2  31.237  10.463  -1161364455608662241513516258581825978368.000 
 29  3  32.429  10.477  -1167886316513496566170009454772593098752.000 
 29  4  33.713  10.492  -1174667920816572379968667543622228377600.000 
 29  5  35.092  10.507  -1181728359980376949103890609130205872128.000 
 29  6  36.582  10.524  -1189088845310323485510445739477431222272.000 
 29  7  38.195  10.542  -1196772758433388903044237292738472574976.000 
 29  8  39.946  10.561  -1204805563436265513656290333245426368512.000 
 29  9  41.864  10.582  -1213217928366475252883684516490473635840.000 
 29  10  43.955  10.605  -1222041521765662126787877248766566203392.000 
 29  11  46.252  10.629  -1231314741221608953314446535693887864832.000 
 29  12  48.785  10.656  -1241080260512154955102067563795346096128.000 
 29  13  51.579  10.686  -1251386197149669836584786698401191297024.000 
 29  14  54.699  10.718  -1262289992197482985253500314024367095808.000 
 29  15  58.179  10.754  -1273855565889040830510158517659414560768.000 
 29  16  62.082  10.794  -1286158731137940558262532708175387295744.000 
 29  17  66.502  10.839  -1299290691678130192682972724966922911744.000 
 29  18  71.518  10.890  -1313355114669452956972690856124014919680.000 
 29  19  77.264  10.947  -1328479205741691433325877583171102441472.000 
 29  20  83.884  11.014  -1344816007846592311149029864914942951424.000 
 29  21  91.570  11.091  -1362551250858507428175299314795338006528.000 
 29  22  100.576  11.181  -1381913148657264206434091111514818740224.000 
