i  j  rcb      Mcb      Etotcb 
 29  23  111.217  11.288  -1403188294423182805605179688336536633344.000 
 29  24  123.895  11.418  -1426733427062603143036737449320421261312.000 
 29  25  139.125  11.576  -1453007895576385827983590053452707790848.000 
 29  26  157.544  11.775  -1482594967832465290136129009176878776320.000 
 29  27  179.918  12.029  -1516246183691917695116640283008901840896.000 
 29  28  207.052  12.361  -1554919608143038082348929290450157699072.000 
 29  29  239.595  12.802  -1599809577612960335022569535369499377664.000 
 29  30  277.576  13.400  -1652308630538232561818651251986957074432.000 
 29  31  319.759  14.212  -1713893597583664000034991752739060449280.000 
 29  32  363.058  15.298  -1785870878464140647027660507058844729344.000 
 29  33  403.093  16.697  -1869209730624511166402573293980208857088.000 
 29  34  435.897  18.401  -1964596587078353472563925592742360514560.000 
 29  35  459.663  20.359  -2072722159704902855440660329750106996736.000 
 29  36  474.806  22.496  -2194451313891573285883585709885806870528.000 
 29  37  482.948  24.737  -2330676975885678920082832794588811362304.000 
 29  38  485.968  27.026  -2482113340772677141017398335852259573760.000 
 29  39  485.408  29.322  -2649210344950029320424887711200977092608.000 
 29  40  482.462  31.601  -2832177244837563484217362060054817144832.000 
 29  41  477.977  33.846  -3030916101784493367090436287812476076032.000 
 29  42  472.536  36.051  -3245278504216514657022664610129630986240.000 
 29  43  466.528  38.210  -3474899099130551951083541780483197108224.000 
 29  44  460.202  40.323  -3719429630500341658874100021371133231104.000 
 29  45  453.755  42.392  -3978636527205402986646814460961060028416.000 
 29  46  447.316  44.416  -4251879050346872993382267007479066918912.000 
 29  47  440.933  46.398  -4538952709606981862692365089269065187328.000 
 29  48  434.697  48.342  -4839582506714580659155115465691348598784.000 
 29  49  428.608  50.248  -5153134991484062657601399871068730032128.000 
 30  0  27.896  10.563  -1516821331492705883016071736663996366848.000 
 30  1  28.831  10.577  -1524474300141166476459572381631813517312.000 
 30  2  29.826  10.593  -1532398108494408156029160876912534355968.000 
 30  3  30.879  10.609  -1540609137088672493003503963055914483712.000 
 30  4  32.017  10.627  -1549126864683283004635230302349912178688.000 
 30  5  33.223  10.645  -1557971033466676140911434269356845957120.000 
 30  6  34.524  10.665  -1567164771686134200850968616390157664256.000 
 30  7  35.926  10.686  -1576732524743380382744080168193076756480.000 
 30  8  37.434  10.709  -1586701473280116209393044534671901196288.000 
 30  9  39.061  10.733  -1597101924778799319835761755335402979328.000 
 30  10  40.830  10.759  -1607967876956124201009487935763856228352.000 
 30  11  42.753  10.787  -1619337573980780761613765987709648633856.000 
 30  12  44.844  10.817  -1631251686616207129647491232202238197760.000 
 30  13  47.128  10.850  -1643758952471164554405452476387002679296.000 
 30  14  49.638  10.886  -1656912744509005002452089053403626340352.000 
 30  15  52.404  10.925  -1670774095368467348462218623839771820032.000 
 30  16  55.447  10.967  -1685411528815522795422682365080197136384.000 
 30  17  58.835  11.015  -1700905717400248454965788346347392335872.000 
 30  18  62.604  11.067  -1717347017269026697270270661537296285696.000 
 30  19  66.824  11.125  -1734841647694994641998637125366565568512.000 
 30  20  71.565  11.190  -1753514101220970921097384789783579983872.000 
 30  21  76.923  11.263  -1773508049951087304703200712743050018816.000 
 30  22  83.012  11.346  -1794994640584862121394491496338227724288.000 
 30  23  89.951  11.441  -1818176982050138780467568276347367194624.000 
 30  24  97.922  11.550  -1843298192130619699185275654020668588032.000 
 30  25  107.099  11.678  -1870649242025319252988940503718138216448.000 
 30  26  117.736  11.827  -1900585012342338228943969854255754379264.000 
 30  27  130.085  12.004  -1933534513902793098217247491479524343808.000 
 30  28  144.471  12.216  -1970023052595109944114903254311628701696.000 
 30  29  161.198  12.474  -2010689517002055352240337027098658996224.000 
 30  30  180.575  12.790  -2056307009504793997410306906608380149760.000 
 30  31  202.788  13.181  -2107799532849299936509283452013544210432.000 
 30  32  227.785  13.668  -2166241945262597926802602681305061654528.000 
 30  33  255.127  14.276  -2232825651738821970147484005037644972032.000 
 30  34  283.848  15.029  -2308799023801109405259965509692853059584.000 
 30  35  312.486  15.949  -2395377623507110055950951521312311345152.000 
 30  36  339.275  17.048  -2493608506475031459785408129894744850432.000 
 30  37  362.644  18.322  -2604319528799167776391250278921491447808.000 
 30  38  381.618  19.753  -2728099566433474917999646267505708630016.000 
 30  39  395.922  21.311  -2865319157042907346111802017405732913152.000 
 30  40  405.832  22.964  -3016173443589280612252708573080406982656.000 
 30  41  412.023  24.680  -3180717840829350831138842873900214255616.000 
 30  42  415.193  26.432  -3358896159368069747324024283023059976192.000 
 30  43  416.061  28.200  -3550579789372284168863026586120844476416.000 
 30  44  415.192  29.970  -3755542946692511231526448970034801803264.000 
 30  45  413.077  31.731  -3973594100581789861477684474724264968192.000 
 30  46  410.052  33.476  -4204372986363308746239495371661565231104.000 
 30  47  406.418  35.201  -4447653369425325213585549893190369148928.000 
 30  48  402.369  36.903  -4703187358364126202125352155720129183744.000 
 30  49  398.054  38.583  -4970707233514418174229437793717371011072.000 
 31  0  26.464  10.717  -2000389722825527700773935349225561784320.000 
 31  1  27.280  10.735  -2009971343657972149447176006779216592896.000 
 31  2  28.144  10.753  -2019868179317439680568009659210222534656.000 
 31  3  29.060  10.773  -2030098327130102563848417370444377620480.000 
 31  4  30.035  10.793  -2040681473943077221582776678529735065600.000 
 31  5  31.073  10.815  -2051639072691833490354948364166542393344.000 
 31  6  32.169  10.838  -2062993526989274364779665416040422047744.000 
 31  7  33.352  10.862  -2074770852514707271140466517747127287808.000 
 31  8  34.603  10.888  -2086997962553550964160705503755545608192.000 
 31  9  35.951  10.915  -2099705680765295366294296538284591939584.000 
 31  10  37.400  10.944  -2112926613927864411219486517405478289408.000 
 31  11  38.954  10.975  -2126696993946423887268038229941182005248.000 
 31  12  40.625  11.009  -2141057249713740374060214430501699584000.000 
 31  13  42.426  11.044  -2156051215482340160794444325152706527232.000 
 31  14  44.387  11.083  -2171728801714683890990977193608510177280.000 
 31  15  46.503  11.124  -2188144571846888252681895917149858299904.000 
 31  16  48.818  11.169  -2205359499560233483449477436126328258560.000 
 31  17  51.334  11.218  -2223441303438457435395470323513334693888.000 
 31  18  54.084  11.271  -2242467406536818665411400126442976051200.000 
 31  19  57.092  11.329  -2262523450244191551444894617209751470080.000 
 31  20  60.413  11.392  -2283707404863611097066741193162664968192.000 
 31  21  64.063  11.462  -2306130000527197182248806916014710194176.000 
 31  22  68.106  11.539  -2329917404136985738911025784135291502592.000 
 31  23  72.596  11.624  -2355213412490486180138407839453740531712.000 
 31  24  77.587  11.719  -2382184099243644707765038958372641046528.000 
 31  25  83.156  11.826  -2411016944595012346656708544420164665344.000 
 31  26  89.380  11.945  -2441933105197614221452574813779805601792.000 
 31  27  96.346  12.081  -2475185337605513785746491799810357592064.000 
 31  28  104.178  12.235  -2511066778264398656105832951095993827328.000 
 31  29  112.963  12.412  -2549918253579372623292138348045016236032.000 
 31  30  122.827  12.615  -2592135008791279072115607571304460320768.000 
 31  31  133.862  12.850  -2638171390444736644806752297255383859200.000 
 31  32  146.182  13.123  -2688550372038652471434863879964357296128.000 
 31  33  159.807  13.441  -2743867229641132456614820789582515142656.000 
 31  34  174.746  13.813  -2804792794534585830382660449804497190912.000 
 31  35  190.884  14.249  -2872054040270132240483863735175108100096.000 
 31  36  207.972  14.758  -2946441650918062408175143636627076677632.000 
 31  37  225.652  15.349  -3028756643017737649731770238754476785664.000 
 31  38  243.409  16.031  -3119789178968293135316116088619322572800.000 
 31  39  260.677  16.809  -3220297089526671096812288979889347887104.000 
 31  40  276.863  17.684  -3330906950235017445136290597748934180864.000 
 31  41  291.455  18.654  -3452148493831476970286560269738136567808.000 
 31  42  304.096  19.710  -3584405366373070449139227457031698907136.000 
 31  43  314.621  20.843  -3727906943831858441473829133862014287872.000 
 31  44  323.029  22.040  -3882820476252382013125628512153930563584.000 
 31  45  329.428  23.289  -4049128175552891295060570611676310667264.000 
 31  46  334.018  24.577  -4226792282109151866896948492227322052608.000 
 31  47  337.067  25.894  -4415731341794945700674057289333626372096.000 
 31  48  338.814  27.230  -4615745518173669414154849788628134002688.000 
 31  49  339.490  28.577  -4826745645993438828569343928294925402112.000 
 32  0  24.833  10.908  -2635257419952699177088463193434237173760.000 
 32  1  25.529  10.928  -2647122653458753834837550112431730065408.000 
 32  2  26.258  10.949  -2659346907706270759347452399113100853248.000 
 32  3  27.029  10.972  -2671948744759294356273171924054047719424.000 
 32  4  27.843  10.995  -2684947850168138410466669655887055945728.000 
 32  5  28.702  11.020  -2698365453932403371004577776014861533184.000 
 32  6  29.609  11.046  -2712224441939554699264111938009816891392.000 
 32  7  30.568  11.073  -2726549508542447758518049072379945025536.000 
 32  8  31.587  11.102  -2741367374153423672245829946274232664064.000 
 32  9  32.672  11.132  -2756707063534122342741920557136688971776.000 
 32  10  33.815  11.164  -2772599408377629861367055372964824350720.000 
 32  11  35.037  11.198  -2789078105439339794770393217655138942976.000 
 32  12  36.335  11.234  -2806180541100662306245772126347560222720.000 
 32  13  37.729  11.273  -2823946084331667293744354622488581242880.000 
 32  14  39.207  11.313  -2842418305175246314497762129231032090624.000 
 32  15  40.791  11.357  -2861645217448958413313628050625746960384.000 
 32  16  42.492  11.403  -2881678680126136031586936075611589836800.000 
 32  17  44.320  11.453  -2902575714483218933909354749184438173696.000 
 32  18  46.289  11.506  -2924399189728688074846357822859907170304.000 
 32  19  48.400  11.563  -2947217967007179322484869270739720601600.000 
 32  20  50.683  11.624  -2971107112027678354290812432163968909312.000 
 32  21  53.146  11.691  -2996152002230075267583019419726830895104.000 
 32  22  55.824  11.763  -3022444968288441082031374848820168884224.000 
 32  23  58.721  11.840  -3050087967801855277301010914396348612608.000 
 32  24  61.863  11.925  -3079196199829951146310431885342218911744.000 
 32  25  65.272  12.017  -3109895311540282845465655346823094599680.000 
 32  26  68.999  12.118  -3142327741448711319001144675915521851392.000 
 32  27  73.051  12.228  -3176651095490779020801107960922724368384.000 
 32  28  77.484  12.350  -3213040274404642124007867592852195246080.000 
 32  29  82.311  12.484  -3251690070151103107699395194199224614912.000 
 32  30  87.580  12.632  -3292819864709498880819173862245302009856.000 
 32  31  93.322  12.796  -3336672574573099066152486171181752254464.000 
 32  32  99.572  12.978  -3383514686914065074584524045873779310592.000 
 32  33  106.384  13.181  -3433649729663870160536534508775090946048.000 
 32  34  113.744  13.408  -3487403372855828518102202334295520968704.000 
 32  35  121.707  13.662  -3545139402212129942063499469288221179904.000 
 32  36  130.228  13.946  -3607244462980782462953779420001663451136.000 
 32  37  139.315  14.264  -3674147389447290154908888276647744110592.000 
 32  38  148.896  14.619  -3746283338697271879228655903490741108736.000 
 32  39  158.906  15.016  -3824129453945307871501897119949316423680.000 
 32  40  169.209  15.459  -3908155502891888197688799458204737077248.000 
 32  41  179.672  15.950  -3998834044088725699486026919384593727488.000 
 32  42  190.106  16.492  -4096629935268205091937061791366511591424.000 
 32  43  200.349  17.087  -4201980786052495553456050008700806496256.000 
 32  44  210.201  17.736  -4315288125530870447356983168663690412032.000 
 32  45  219.482  18.437  -4436880831526225508365190158541547110400.000 
 32  46  228.062  19.189  -4567075581509694294183610528057853476864.000 
 32  47  235.807  19.990  -4706066486280975590977429626779726774272.000 
 32  48  242.675  20.835  -4854064248451357724765572427807820087296.000 
 32  49  248.621  21.719  -5011142310724796846967355394004281720832.000 
 33  0  23.049  11.139  -3467535480456367872061660288883483475968.000 
 33  1  23.630  11.162  -3482059844462362762020201370971526922240.000 
 33  2  24.230  11.187  -3496983417738484653245491863255986995200.000 
 33  3  24.866  11.212  -3512324753094037349612239100759035084800.000 
 33  4  25.525  11.238  -3528102651313005622086215117913695715328.000 
 33  5  26.219  11.266  -3544337940898328900371374768644218159104.000 
 33  6  26.947  11.295  -3561052682591657884326407408467857899520.000 
 33  7  27.712  11.325  -3578269440515958891028798438013673668608.000 
 33  8  28.512  11.356  -3596013667785546964075546616811692752896.000 
 33  9  29.356  11.389  -3614311948726481353670610339211612520448.000 
 33  10  30.245  11.424  -3633192562009610985746518551632401137664.000 
 33  11  31.181  11.460  -3652685845613916709842360696743768621056.000 
 33  12  32.168  11.499  -3672824342353647299626325975950411431936.000 
 33  13  33.209  11.539  -3693642987890280976026980598005710716928.000 
 33  14  34.311  11.581  -3715179362791509667619203908798301339648.000 
 33  15  35.479  11.626  -3737473967794491128254580463264535150592.000 
 33  16  36.706  11.673  -3760569710115808271655679410878604640256.000 
 33  17  38.010  11.723  -3784513068108617054268470146782120116224.000 
 33  18  39.395  11.776  -3809355527683592479760145448073089253376.000 
 33  19  40.862  11.832  -3835149485051594992530647048856516165632.000 
 33  20  42.418  11.892  -3861955273724523483530042006395601027072.000 
 33  21  44.082  11.955  -3889835816980433703037256758208791314432.000 
 33  22  45.848  12.022  -3918858551531730977147794024597802713088.000 
 33  23  47.725  12.094  -3949098670189878851496968177694000807936.000 
 33  24  49.727  12.171  -3980636455213461744754884161582172995584.000 
 33  25  51.864  12.252  -4013559023676938870487913889410603548672.000 
 33  26  54.140  12.340  -4047960944660056382951560215595254284288.000 
 33  27  56.564  12.434  -4083943045169931368534557061209198166016.000 
 33  28  59.168  12.535  -4121618275922522502448429225544983248896.000 
 33  29  61.939  12.643  -4161107170805089634328754812366723481600.000 
 33  30  64.906  12.760  -4202538398282034396909042196541056483328.000 
 33  31  68.062  12.887  -4246055176460573254328524122462969921536.000 
 33  32  71.449  13.023  -4291811113722108949515599981270947332096.000 
 33  33  75.052  13.170  -4339968214459817959734128393566805819392.000 
 33  34  78.884  13.330  -4390707007306638266211694749414720536576.000 
 33  35  82.959  13.503  -4444218900827153277930058359518787534848.000 
 33  36  87.286  13.690  -4500708922287688253305235992498281644032.000 
 33  37  91.866  13.894  -4560395928360304512608500923383320412160.000 
 33  38  96.698  14.115  -4623512343005219903786338047249866555392.000 
 33  39  101.777  14.355  -4690303568292718063834415258469371215872.000 
 33  40  107.089  14.616  -4761026783128782312569225151557572493312.000 
 33  41  112.617  14.899  -4835949750447412509851111395977804644352.000 
 33  42  118.340  15.206  -4915349077631176307619148145493033353216.000 
 33  43  124.229  15.539  -4999503924934826650510047302280235974656.000 
 33  44  130.213  15.898  -5088694902888172250494871667191115153408.000 
 33  45  136.287  16.285  -5183213119294589680583001361688599461888.000 
 33  46  142.354  16.702  -5283324875420132705620195335972138778624.000 
 33  47  148.387  17.148  -5389300843948904698322905880973126139904.000 
 33  48  154.329  17.625  -5501399059083647949204126951401232269312.000 
 33  49  160.098  18.132  -5619839722807781554901374592539456176128.000 
 34  0  21.180  11.417  -4557084403251109091852455242898159435776.000 
 34  1  21.646  11.443  -4574655316747727407857664657895037337600.000 
 34  2  22.133  11.470  -4592660653037182836651690438253986447360.000 
 34  3  22.645  11.498  -4611117474749328897931733751592774533120.000 
 34  4  23.174  11.528  -4630043677348828759253741357685803057152.000 
 34  5  23.714  11.558  -4649458643485137314827007311261602938880.000 
 34  6  24.285  11.589  -4669382839095444206821652915765578301440.000 
 34  7  24.886  11.622  -4689836903412926464697436566212495540224.000 
 34  8  25.499  11.656  -4710843509723772596273564106726456688640.000 
 34  9  26.150  11.691  -4732426874421923671899935130692943347712.000 
 34  10  26.820  11.728  -4754611095327450060003653215562059743232.000 
 34  11  27.528  11.766  -4777423855245271867492109361069116358656.000 
 34  12  28.260  11.806  -4800892064872199669079201332545512800256.000 
 34  13  29.032  11.848  -4825046417246916564242824469361140432896.000 
 34  14  29.834  11.891  -4849918151667117460517672258177287061504.000 
 34  15  30.675  11.937  -4875539917499047349145028177526626713600.000 
 34  16  31.555  11.985  -4901948103019474588757439840031369854976.000 
 34  17  32.480  12.035  -4929180072739131131074669266592839237632.000 
 34  18  33.447  12.087  -4957275561943223377050915746153601433600.000 
 34  19  34.460  12.142  -4986276875244225252004108767477775728640.000 
 34  20  35.526  12.199  -5016228853143731106602688814462300848128.000 
 34  21  36.642  12.260  -5047179627975533335738228439245509361664.000 
 34  22  37.812  12.323  -5079179902258537157783833953754566098944.000 
 34  23  39.041  12.390  -5112283584003235433974870228277902966784.000 
 34  24  40.331  12.460  -5146548327654673493173941915316731772928.000 
 34  25  41.692  12.534  -5182035505956650677687437805157598887936.000 
 34  26  43.126  12.612  -5218810557910004945285964682826409312256.000 
 34  27  44.621  12.695  -5256941832473008544660146858279236009984.000 
 34  28  46.200  12.782  -5296502833259891919677214977680908222464.000 
 34  29  47.864  12.874  -5337573603093535853843458591621887557632.000 
 34  30  49.602  12.971  -5380234192253345022059681620329460924416.000 
 34  31  51.442  13.075  -5424576590609946526325387132532477132800.000 
 34  32  53.367  13.184  -5470690534230319622038701356789306228736.000 
 34  33  55.386  13.300  -5518678791710761106980639237223701544960.000 
 34  34  57.522  13.423  -5568645315146397591317124391113557278720.000 
 34  35  59.744  13.553  -5620700072779794925368768676226807103488.000 
 34  36  62.074  13.692  -5674962668964517014333151911594462019584.000 
 34  37  64.524  13.840  -5731556811300570549703672369879432822784.000 
 34  38  67.088  13.996  -5790610718559839768378655701053007200256.000 
 34  39  69.751  14.163  -5852261269263087560760473498518185574400.000 
 34  40  72.523  14.340  -5916652257772424142433171112321087438848.000 
 34  41  75.409  14.529  -5983932570902669662337789006594634153984.000 
 34  42  78.412  14.729  -6054256819019537692335629952282815102976.000 
 34  43  81.518  14.943  -6127781736208274565198892826099309346816.000 
 34  44  84.707  15.169  -6204672642258167815124909714140324429824.000 
 34  45  87.986  15.410  -6285099891666486279512968605412467146752.000 
 34  46  91.364  15.666  -6369235098021577811148888478828652920832.000 
 34  47  94.789  15.937  -6457244783823764151675271196790315024384.000 
 34  48  98.279  16.224  -6549313643380682021833445836370145705984.000 
 34  49  101.802  16.528  -6645603706424515706757443183744229834752.000 
 35  0  19.303  11.749  -5981667455176628771625141424076005310464.000 
 35  1  19.681  11.777  -6002679849662859264094419877770391715840.000 
 35  2  20.065  11.807  -6024154585275961227000929570306339635200.000 
 35  3  20.457  11.837  -6046107452744025694579838586956812386304.000 
 35  4  20.861  11.869  -6068554952164481056496406666611261440000.000 
 35  5  21.280  11.901  -6091514326567360352411859682158924791808.000 
 35  6  21.718  11.935  -6115003601531764112980199256734973296640.000 
 35  7  22.175  11.970  -6139041624718068324772790414264684773376.000 
 35  8  22.651  12.006  -6163648110610773136282566635704870240256.000 
 35  9  23.142  12.043  -6188843686512183588153985595703491035136.000 
 35  10  23.648  12.081  -6214649942376951639949148645409821818880.000 
 35  11  24.166  12.121  -6241089589817465082799950204984528732160.000 
 35  12  24.701  12.162  -6268186131801853206235945740108038144000.000 
 35  13  25.259  12.205  -6295964592736989029193962046520511430656.000 
 35  14  25.840  12.249  -6324451124002703898063458735316235452416.000 
 35  15  26.456  12.295  -6353672251603703457934306468321376075776.000 
 35  16  27.075  12.343  -6383656847204056683830729176872183136256.000 
 35  17  27.724  12.392  -6414435280289898491150980620152419123200.000 
 35  18  28.406  12.444  -6446038696076281110633438277003586306048.000 
 35  19  29.100  12.497  -6478499419391590538679232829511455211520.000 
 35  20  29.828  12.553  -6511853198086078892234129225639379599360.000 
 35  21  30.586  12.611  -6546134877206490001078338119389233020928.000 
 35  22  31.371  12.671  -6581383541629426830105298800416751878144.000 
 35  23  32.187  12.734  -6617638391540331251364824923512676286464.000 
 35  24  33.035  12.799  -6654941791823077708285934768561881874432.000 
 35  25  33.914  12.867  -6693336774725565649914225257308435251200.000 
 35  26  34.832  12.938  -6732870719231620676493258624280775622656.000 
 35  27  35.783  13.012  -6773589846539821168627076914547605372928.000 
 35  28  36.772  13.089  -6815546557900634322539439990790449790976.000 
 35  29  37.802  13.170  -6858793597368514392143883574263962140672.000 
 35  30  38.871  13.254  -6903384805667351826397948598613006352384.000 
 35  31  39.977  13.343  -6949380021155627043519828809984700841984.000 
 35  32  41.132  13.435  -6996840088400942591803112847852198428672.000 
 35  33  42.333  13.531  -7045828255657595106001356392141978337280.000 
 35  34  43.579  13.632  -7096410011794764927641891127785718546432.000 
 35  35  44.867  13.737  -7148655632010968358349982182542812381184.000 
 35  36  46.201  13.848  -7202637819166615034160656884147414892544.000 
 35  37  47.586  13.963  -7258432025809995911212349881796920344576.000 
 35  38  49.023  14.085  -7316116779749241690649754748463257485312.000 
 35  39  50.511  14.212  -7375773733256101754376912618654231691264.000 
 35  40  52.050  14.345  -7437487664260227475144668974555659763712.000 
 35  41  53.641  14.484  -7501346449353720847012568107116543344640.000 
 35  42  55.284  14.630  -7567441010218592615408480610418235015168.000 
 35  43  56.978  14.783  -7635864764107688568349819324119885283328.000 
 35  44  58.720  14.944  -7706714498219012415818281316358083837952.000 
 35  45  60.509  15.112  -7780089904117154247367162899057243848704.000 
 35  46  62.343  15.288  -7856092944809733022560489239508034781184.000 
 35  47  64.221  15.473  -7934827942396742916541720444246601760768.000 
 35  48  66.141  15.666  -8016401362451087276798603734899560022016.000 
 35  49  68.103  15.868  -8100921564675442589764042915487326142464.000 
 36  0  17.450  12.140  -7842440929554015136191772781556034174976.000 
 36  1  17.764  12.170  -7867295867345554587244660166775090970624.000 
 36  2  18.028  12.202  -7892633500032960452008978569531790196736.000 
 36  3  18.355  12.235  -7918468130194331708315326920205428326400.000 
 36  4  18.682  12.268  -7944814608732175712126633197768512897024.000 
 36  5  18.976  12.303  -7971687617418354254340196964782571520000.000 
 36  6  19.323  12.338  -7999103139415105862941427693548610781184.000 
 36  7  19.683  12.375  -8027077716323722145616965713966179287040.000 
 36  8  20.013  12.412  -8055628017550332487513820224703132860416.000 
 36  9  20.371  12.451  -8084771230096642744755718409361593204736.000 
 36  10  20.756  12.491  -8114526262509898392494200254347207507968.000 
 36  11  21.153  12.531  -8144911879166595265209119473816102240256.000 
 36  12  21.547  12.574  -8175947598502987772795398868362835525632.000 
 36  13  21.929  12.617  -8207653784203276649782675421479191969792.000 
 36  14  22.353  12.662  -8240051309717278024603830779887658991616.000 
 36  15  22.788  12.708  -8273162653105048954073333687429749538816.000 
 36  16  23.238  12.755  -8307010601453566518004887481960844230656.000 
 36  17  23.702  12.804  -8341618790549454942494206611271129759744.000 
 36  18  24.178  12.855  -8377011805256821758013445786444215877632.000 
 36  19  24.667  12.907  -8413215199341859284433006483634904891392.000 
 36  20  25.169  12.961  -8450255515667993969013423434186151165952.000 
 36  21  25.686  13.016  -8488160318687832633848425481487939272704.000 
 36  22  26.218  13.073  -8526958229579375243589600226862535016448.000 
 36  23  26.765  13.133  -8566678963735885351378780215685190516736.000 
 36  24  27.329  13.194  -8607353369815688304713608962053565841408.000 
 36  25  27.909  13.257  -8649013469892635963781246105568388579328.000 
 36  26  28.506  13.323  -8691692506629071599131821229964626231296.000 
 36  27  29.122  13.390  -8735424990395500503519996369204911538176.000 
 36  28  29.760  13.460  -8780246750194298019817230655061963571200.000 
 36  29  30.418  13.533  -8826194959878271328942575938750333845504.000 
 36  30  31.093  13.608  -8873308095529358291477643317264372465664.000 
 36  31  31.801  13.685  -8921625246272290934667090561302077112320.000 
 36  32  32.517  13.766  -8971188167739708419037529216192354451456.000 
 36  33  33.252  13.849  -9022039757823872122057494299076481515520.000 
 36  34  34.014  13.935  -9074224513996830375133592153119940149248.000 
 36  35  34.799  14.024  -9127788137506376357858859728990564777984.000 
 36  36  35.610  14.117  -9182777254120731309272458059342095056896.000 
 36  37  36.435  14.213  -9239240949259990707149263366257110941696.000 
 36  38  37.289  14.312  -9297230372825871194587752604598290874368.000 
 36  39  38.168  14.415  -9356797998730492196933438088631321362432.000 
 36  40  39.069  14.522  -9417995661241590799657847646605988069376.000 
 36  41  39.990  14.633  -9480879521973340499701086791822227800064.000 
 36  42  40.944  14.748  -9545507494378802225741824724213090484224.000 
 36  43  41.917  14.867  -9611937599524601162104897523497081765888.000 
 36  44  42.911  14.991  -9680228026329599227083789699281273749504.000 
 36  45  43.936  15.119  -9750442572045174355965997174733716586496.000 
 36  46  44.985  15.251  -9822644856841600578681465201177428754432.000 
 36  47  46.050  15.389  -9896896477981711148155803794112212107264.000 
 36  48  47.142  15.532  -9973265098449583090238406315824967057408.000 
 36  49  48.265  15.680  -10051819196111540150250333100822417637376.000 
 37  0  15.729  12.598  -10271225209373826818343506620433450401792.000 
 37  1  15.921  12.631  -10300333395436793158204810551938739339264.000 
 37  2  16.173  12.664  -10329938163943514086653774028090999046144.000 
 37  3  16.404  12.699  -10360051050067386076781182341566355734528.000 
 37  4  16.613  12.734  -10390685330606996203743177635868341960704.000 
 37  5  16.900  12.770  -10421853723491065657916801944203655380992.000 
 37  6  17.114  12.807  -10453569650947211371330280093088904904704.000 
 37  7  17.411  12.845  -10485847442208875381594313311468950388736.000 
 37  8  17.640  12.883  -10518700636751867492016010454542353170432.000 
 37  9  17.941  12.923  -10552144812148679676296641763116264194048.000 
 37  10  18.188  12.964  -10586194206505139451019054364475401437184.000 
 37  11  18.498  13.005  -10620865425186178673137411666793071640576.000 
 37  12  18.757  13.048  -10656173584822799375959410510123988156416.000 
 37  13  19.083  13.091  -10692136307504981413239834096191393497088.000 
 37  14  19.352  13.136  -10728769719348099793081398269590200385536.000 
 37  15  19.695  13.182  -10766092382701379081820007657378007744512.000 
 37  16  19.977  13.229  -10804121793480671722421692969237514027008.000 
 37  17  20.329  13.277  -10842876960326235216105397096743033634816.000 
 37  18  20.649  13.327  -10882377456528427552340950285530005766144.000 
 37  19  20.987  13.378  -10922642266617161167022780872210906087424.000 
 37  20  21.360  13.430  -10963693154635991718200568355756531777536.000 
 37  21  21.684  13.483  -11005550229698217522764540944375858855936.000 
 37  22  22.070  13.538  -11048235646122261783855240881766827819008.000 
 37  23  22.453  13.595  -11091772160941657843923226093900624035840.000 
 37  24  22.812  13.653  -11136181914693202708639145383517300457472.000 
 37  25  23.224  13.712  -11181489581966852016698370430480351756288.000 
 37  26  23.632  13.773  -11227719563162397181374061246804062633984.000 
 37  27  24.021  13.836  -11274896257514631324906265835488665403392.000 
 37  28  24.455  13.900  -11323046288098568295301768916169297756160.000 
 37  29  24.901  13.967  -11372196571772275257017476633450493509632.000 
 37  30  25.316  14.035  -11422374047613624482456699520167962476544.000 
 37  31  25.774  14.105  -11473606382900321338376438621044910063616.000 
 37  32  26.252  14.176  -11525923947915654336370638026774604152832.000 
 37  33  26.731  14.250  -11579356073479141982326473448576671285248.000 
 37  34  27.195  14.326  -11633932976558953845939264969104481583104.000 
 37  35  27.695  14.405  -11689685910883445828064285866372540399616.000 
 37  36  28.212  14.485  -11746648295149616497299154153076831551488.000 
 37  37  28.739  14.568  -11804852948976896017273208341930205773824.000 
 37  38  29.255  14.653  -11864333716080566345645326212570558758912.000 
 37  39  29.796  14.740  -11925124660375054869541703130254571208704.000 
 37  40  30.351  14.830  -11987262636622800844848114474097227857920.000 
 37  41  30.925  14.923  -12050784479383376407026029340445229711360.000 
 37  42  31.509  15.018  -12115727455949733279846785537885220110336.000 
 37  43  32.089  15.116  -12182129829901461792467598495902441930752.000 
 37  44  32.689  15.217  -12250029973533654832122224245770622599168.000 
 37  45  33.303  15.321  -12319468954580159729853569499938185805824.000 
 37  46  33.933  15.428  -12390488142305111416391906643101370810368.000 
 37  47  34.577  15.538  -12463129193372792253703196534245349654528.000 
 37  48  35.227  15.651  -12537434597144653211345741634454931111936.000 
 37  49  35.884  15.767  -12613447246002737062978856372536076140544.000 
 38  0  14.081  13.132  -13440140138131504645884084551730700746752.000 
 38  1  14.236  13.167  -13473932046550453589355696148871511015424.000 
 38  2  14.443  13.202  -13508227184544517018366226432797068754944.000 
 38  3  14.640  13.237  -13543035641813829756816255762612145356800.000 
 38  4  14.810  13.274  -13578368441673181373059270340918506422272.000 
 38  5  14.973  13.311  -13614236653112624402976234543280849682432.000 
 38  6  15.144  13.349  -13650651932658029587863730675859576586240.000 
 38  7  15.381  13.388  -13687625578940745593258634279312997482496.000 
 38  8  15.579  13.428  -13725169311312046961454513567248381116416.000 
